鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號,
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year,month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,23.83,,鄉村區,乙種建築用地,1031001,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,110.32,1,2,1,有,有,5280000,52390,坡道機械,18.7,480000,"1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2.為轉讓戶，轉讓日期為107.03.21，轉讓金額為＄5,721,000元整，交易總價含坪數增加款項＄41,000元整",RPOOMLLKNHNFFIB08CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,23.83,,鄉村區,乙種建築用地,1030901,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,110.32,1,2,1,有,有,5300000,52609,坡道機械,18.7,480000,"1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2.為轉讓戶，轉讓日期為107.03.14，轉讓金額為＄5,571,000元整，交易總價含坪數增加款項＄41,000元整",RPPOMLLKNHNFFIB18CA,
烏日區,土地,蘆竹湳段1~30地號,1526.78,其他,,,1070301,土地8建物0車位0,,,其他,,,,0,0,0,0,有,無,58080000,38041,,0,0,(包含)公共設施保留地之交易。,RPQOMLRKNHNFFIB88CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,23.91,,鄉村區,乙種建築用地,1031201,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,110.16,2,2,1,有,有,5416000,53969,坡道機械,18.7,480000,1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2. 建物交易總價含坪數增加款項＄26000元整,RPTPMLKKNHNFFIB58CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,26.1,,鄉村區,乙種建築用地,1040601,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,118.83,2,2,1,有,有,5400000,49136,坡道機械,18.7,480000,"1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2.為轉讓戶，轉讓日期為106.11.28，轉讓金額為＄5,437,000，交易總價含坪數增加款項＄37,000元整",RPUPMLKKNHNFFIB68CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,23.61,,鄉村區,乙種建築用地,1031201,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,109.14,2,2,1,有,有,5600000,55064,坡道機械,18.7,620000,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄,RPVPMLKKNHNFFIB78CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,24.05,,鄉村區,乙種建築用地,1031101,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,109.95,2,2,1,有,有,5485000,54849,坡道機械,18.7,480000,1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2. 建物交易總價含坪數增加款項＄5000元整,RPWPMLKKNHNFFIB88CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,34.51,,鄉村區,乙種建築用地,1041001,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,169.23,3,2,2,有,有,8115000,53596,坡道平面,37.41,1050000,1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2. 建物交易總價含坪數增加款項＄35000元整,RPXPMLKKNHNFFIB98CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,34.51,,鄉村區,乙種建築用地,1041001,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,169.23,3,2,2,有,有,8155000,53899,坡道平面,37.41,1050000,1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2. 建物交易總價含坪數增加款項＄35000元整,SPXPMLKKNHNFFIB09CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,23.54,,鄉村區,乙種建築用地,1031101,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,109.29,2,2,1,有,有,4980000,49674,坡道機械,18.7,480000,"1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2.為轉讓戶，轉讓日期為106.11.23，轉讓金額為＄5,017,000元整，交易總價含坪數增加款項＄37,000元整",RPOQMLKKNHNFFIB18CA,
大里區,房地(土地+建物)+車位,臺中市大里區中興路二段816巷1~30號,22.51,住,,,1070301,土地2建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,820526,127.73,3,2,2,有,有,5050000,39533,坡道機械,0,1000000,,RPQNMLRJNHNFFIB68CA,
大里區,房地(土地+建物),臺中市大里區新仁路三段98巷1~30號,29.82,住,,,1070301,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680401,59.79,3,1,1,有,無,3100000,51848,,0,0,,RPRNMLSJNHNFFIB88CA,
太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段241~270號,25.55,住,,,1070301,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051104,147.62,3,2,2,有,有,7510000,50177,坡道平面,17.88,1000000,,RPPNMLLLMHNFFJB18CA,
太平區,房地(土地+建物),臺中市太平區中南路47巷1~30號,101.9,住,,,1070301,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,820827,287.14,5,2,3,有,無,9500000,33085,,0,0,,RPQNMLNLMHNFFJB48CA,
太平區,房地(土地+建物)+車位,臺中市太平區太興路1~30號,13.28,商,,,1070301,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030626,164.13,4,2,2,有,有,9100000,55444,坡道機械,0,0,,RPVNMLNLMHNFFJB98CA,
太平區,土地,忠平段331~360地號,204,工,,,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,9873600,48400,,0,0,,RPUNMLLJNHNFFJB58CA,
太平區,土地,忠平段331~360地號,105,工,,,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5082000,48400,,0,0,,RPVNMLLJNHNFFJB68CA,
太平區,房地(土地+建物),臺中市太平區太平十二街1~30號,28.65,住,,,1070301,土地1建物1車位0,一層，二層，騎樓,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,800130,129.48,3,2,2,有,有,5080000,39234,,0,0,,RPQOMLPLMHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段781~810號,24.58,住,,,1070301,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051114,163.03,3,2,2,有,有,7300000,44777,坡道平面,0,0,夫向妻買賣件過戶至夫名下.,RPSOMLPLMHNFFJB98CA,
太平區,房地(土地+建物),臺中市太平區德興街31~60號,211.04,,鄉村區,乙種建築用地,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,960510,552.58,22,0,22,有,無,21200000,38365,,0,0,,RPXNMLKMMHNFFJB98CA,
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路91~120號,9.07,住,,,1070201,土地1建物2車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,801007,98.96,2,2,1,有,有,4500000,45473,坡道平面,0,0,,RPPOMLKMMHNFFJB28CA,
龍井區,房地(土地+建物),臺中市龍井區臺西南路241~270號,940,工,,,1070301,土地4建物1車位0,一層,一層,廠辦,見其他登記事項,見其他登記事項,970930,159.64,0,0,0,無,無,32633700,204421,,0,0,營業稅買方負擔,RPQNMLKLMHNFFKB28CA,
龍井區,建物,臺中市龍井區龍北路301~330號,0,,,,1070301,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,820420,416.31,0,2,2,有,無,614500,1476,,0,0,親友、員工或其他特殊關係間之交易。有民情風俗因素之交易。,RPPNMLTLMHNFFKB09CA,
大肚區,房地(土地+建物),臺中市大肚區太平路1~30號,26.62,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041109,101.03,2,2,1,有,有,5200000,51470,,0,0,,RPVNMLMJNHNFFKB88CA,
梧棲區,房地(土地+建物),臺中市梧棲區仁美街135巷67弄1~30號,66.12,住,,,1070301,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,810811,126.22,3,2,2,有,無,4300000,34068,,0,0,,RPUNMLMJNHNFFFB38DA,
西屯區,房地(土地+建物),臺中市西屯區工業區三十八路148巷31~60號,18.65,住,,,1070301,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801127,75.93,3,2,1,有,無,3200000,42144,,0,0,,RPWNMLKLMHNFFCB18DA,
東勢區,土地,石圍�椄q石圍�暀p段991~1020地號,5708,,山坡地保育區,農牧用地,1060601,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2018899,354,,0,0,向政府機關承購之案件。標售未辦繼承土地,RPRNMLKLMHNFFGB08DA,
太平區,房地(土地+建物),臺中市太平區建興北路17巷19弄1~30號,111,住,,,1070301,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,980209,183.28,4,3,3,有,無,11850000,64655,,0,0,,RPRNMLPKNHNFFJB88DA,
龍井區,土地,福麗段241~270地號,100,農,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2180000,21800,,0,0,含未保存登記,RPQNMLQKNHNFFKB98DA,
石岡區,土地,仙塘坪段301~330地號,120,,山坡地保育區,暫未編定,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,115000,958,,0,0,向政府機關承購之案件。標售地籍清理土地,RPSNMLQLMHNFFGB78DA,
太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段241~270號,25.43,住,,,1070401,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051104,146,3,1,2,有,有,6600000,45205,坡道平面,17.88,0,,RPXNMLLKNHNFFJB09DA,
北屯區,房地(土地+建物),臺中市北屯區天津路四段151~180號,21.96,住,,,1070301,土地1建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760615,109.99,3,2,2,有,無,3120000,28366,,0,0,,RPOQMLNJNHNFFBB77DA,
龍井區,土地,龍津段241~270地號,68,住,,,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,700000,10294,,0,0,本土地有他人建物佔用中,RPUNMLKLMHNFFKB68CA,
太平區,土地,頭汴坑段5041~5070地號,2532,,山坡地保育區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5500000,2172,,0,0,土地上有一未保存建物,RPRNMLLKNHNFFJB38CA,
太平區,房地(土地+建物),臺中市太平區新平路三段210巷31~60號,27.56,住,,,1070301,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,790915,157.54,3,1,2,有,無,4000000,25390,,0,0,買方負擔增值稅74842元,RPPOMLQKNHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段241~270號,26.5,住,,,1070301,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051104,153.09,3,2,2,有,無,7600000,49644,坡道平面,17.88,0,,RPPNMLQLMHNFFJB68CA,
太平區,房地(土地+建物),臺中市太平區溪洲路151~180號,993.02,工,,,1070301,土地2建物1車位0,一層，二層，見其他登記事項,二層,工廠,見其他登記事項,見其他登記事項,1070111,843.54,1,1,6,有,無,94000000,,,0,0,1.2樓工廠附屬1間員工宿舍,RPRNMLQLMHNFFJB88CA,
太平區,房地(土地+建物)+車位,臺中市太平區太平十二街7巷1~30號,20.09,住,,,1070301,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,821124,93.77,3,2,2,有,無,3700000,39458,坡道機械,0,0,,RPOOMLRLMHNFFJB78CA,
太平區,房地(土地+建物),臺中市太平區新安街62巷1~30號,101.01,住,,,1070101,土地6建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060922,266.7,4,3,5,有,無,21020000,78815,,0,0,,RPTNMLPLMHNFFJB98CA,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路361~390號,24,商,,,1070201,土地1建物1車位2,三層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060520,277.42,4,2,2,有,有,17930000,67027,坡道平面,47.96,2550000,本件總價含裝璜費用,RPWNMLPLMHNFFJB66CA,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路361~390號,15.56,商,,,1070301,土地1建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060520,180.37,3,2,2,有,有,11200000,62891,坡道平面,22.16,1250000,,RPXNMLPLMHNFFJB76CA,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路91~120號,18.94,住,,,1070301,土地3建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,870626,150.05,4,2,2,有,有,7060000,47051,坡道平面,0,0,,RPPOMLPLMHNFFJB68CA,
太平區,房地(土地+建物),臺中市太平區大興十一街125巷37弄1~30號,92.7,,鄉村區,乙種建築用地,1070401,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,671220,88.54,3,2,2,有,無,4730000,53422,,0,0,受債權債務影響之交易。,RPWNMLLJNHNFFJB78CA,
太平區,房地(土地+建物),臺中市太平區育仁路110巷8弄31~60號,71.97,住,,,1070301,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,831123,206.58,4,3,3,有,無,9350000,45261,,0,0,,RPXNMLLJNHNFFJB88CA,
太平區,房地(土地+建物),臺中市太平區新平路一段138巷1~30號,69,住,,,1070401,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,850405,169.41,4,2,3,有,無,8500000,50174,,0,0,,RPTOMLKMMHNFFJB68CA,
太平區,房地(土地+建物),臺中市太平區中山路四段213巷5弄31~60號,71.58,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,870909,151.56,3,2,2,有,無,2298050,15163,,0,0,不動產之共有人數為２人親友、員工或其他特殊關係間之交易。,RPQNMLOLMHNFFJB58CA,
太平區,房地(土地+建物),臺中市太平區永平路二段421~450號,1005,工,,,1070301,土地2建物3車位0,一層，二層，騎樓，見其他登記事項,二層,工廠,見其他登記事項,見其他登記事項,791127,804.5,6,0,3,有,無,83000000,,,0,0,含增建或未登記建物。,RPSNMLOLMHNFFJB78CA,
霧峰區,房地(土地+建物),臺中市霧峰區吉峰路36巷61~90號,79.93,住,,,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,950824,230.9,3,2,3,有,有,10850000,46990,,0,0,,RPUNMLSKNHNFFIB66CA,
大里區,土地,西榮段871~900地號,36.96,其他,,,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,890000,24080,,0,0,公共設施保留地之交易。,RPSNMLRKNHNFFIB98CA,
大里區,房地(土地+建物)+車位,臺中市大里區龍城街1~30號,23.51,住,,,1070301,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,820716,139.84,3,2,2,有,有,4600000,32895,坡道平面,0,0,,RPVNMLLKNHNFFIB68CA,
大里區,房地(土地+建物)+車位,臺中市大里區中興路一段382巷61~90號,14.12,住,,,1070301,土地1建物2車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,820916,113.4,3,2,2,有,有,4530000,39947,坡道機械,9.5,0,,RPQNMLQKNHNFFIB68CA,
大里區,房地(土地+建物),臺中市大里區向學路62巷31~60號,165.06,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,加強磚造,771128,279.87,6,3,5,有,無,20280000,72462,,0,0,含增建或未登記建物,RPPNMLRJNHNFFIB58CA,
大里區,房地(土地+建物),臺中市大里區塗城路511~540號,88.89,,鄉村區,乙種建築用地,1070101,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,870606,191.83,4,3,3,有,無,10700000,55779,,0,0,,RPSOMLPLMHNFFIB88CA,
烏日區,房地(土地+建物),臺中市烏日區民生八街1~30號,100.68,住,,,1070201,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041004,252.95,5,3,4,有,無,28000000,110694,,0,0,,RPPNMLKMMHNFFIB08CA,
大里區,房地(土地+建物)+車位,臺中市大里區中湖路150巷1~30號,17.19,住,,,1070301,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,960607,129.1,3,2,2,有,有,6220000,48180,坡道機械,9.03,0,,RPWNMLRLMHNFFIB76CA,
烏日區,房地(土地+建物),臺中市烏日區學田路541~570號,9.69,住,,,1070301,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811221,49.17,3,1,2,有,有,1500000,30506,,0,0,共有及二親等買賣,RPOOMLNLMHNFFIB28CA,
大里區,土地,光正段271~300地號,3139.05,,特定農業區,農牧用地,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,47460000,15119,,0,0,,RPPOMLNLMHNFFIB38CA,
大里區,房地(土地+建物),臺中市大里區中興路一段26巷93弄1~30號,98.11,住,,,1070301,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,790207,203.42,4,3,3,有,無,9400000,46210,,0,0,,RPSOMLNLMHNFFIB68CA,
大里區,房地(土地+建物),臺中市大里區鳳城街61~90號,29.9,住,,,1070401,土地1建物1車位0,一層，二層，騎樓，地下層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,800120,164.71,6,1,3,有,有,4500000,27321,,0,0,,RPWOMLNLMHNFFIB09CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區公園路91~120號,14.18,住,,,1070301,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010628,117.59,2,1,1,有,有,6500000,55277,坡道平面,23.89,0,,RPPNMLOLMHNFFIB38CA,
大里區,房地(土地+建物),臺中市大里區新南路121~150號,5.62,住,,,1070401,土地1建物1車位0,三層,七層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,800515,33.26,1,0,1,有,有,1300000,39086,,0,0,,RPQNMLOLMHNFFIB48CA,
霧峰區,房地(土地+建物),臺中市霧峰區林森路961~990號,9.8,住,,,1070301,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,941012,61.27,1,1,1,有,無,2300000,37539,,0,0,親友、員工或其他特殊關係間之交易。,RPXNMLOLMHNFFIB56CA,
潭子區,房地(土地+建物),臺中市潭子區頭張路一段117巷17弄1~30號,2.59,商,,,1070301,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820511,25.86,0,0,1,無,有,600000,23202,,0,0,,RPQNMLRJNHNFFHB58CA,
大雅區,土地,馬岡段31~60地號,122,其他,,,1070201,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4059550,33275,,0,0,含未辦保存建物乙棟。,RPXOMLNLMHNFFHB09CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區大豐路二段122巷1~30號,19.81,住,,,1070301,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821106,116.82,3,2,2,有,有,4820000,41260,坡道機械,0,0,,RPOPMLNLMHNFFHB28CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區大通街31~60號,15.8,住,,,1070301,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821029,116.54,3,2,2,有,有,5350000,45907,坡道機械,0,0,,RPPPMLNLMHNFFHB38CA,
大雅區,房地(土地+建物),臺中市大雅區雅潭路四段661巷61~90號,76,住,,,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,751223,114.35,5,2,2,有,無,8800000,76957,,0,0,,RPWNMLOLMHNFFHB98CA,
大雅區,房地(土地+建物),臺中市大雅區清陽路61~90號,90.41,,特定農業區,甲種建築用地,1070301,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1051116,166.2,5,2,3,有,有,12500000,75211,,0,0,,RPRNMLOLMHNFFHB48CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區大通街151~180號,40.28,住,,,1070301,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060621,154.46,3,2,2,有,有,9380000,60728,坡道平面,0,0,,RPTNMLKMMHNFFHB38CA,
大雅區,房地(土地+建物),臺中市大雅區中山北路541~570號,20.73,住,,,1070301,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820531,107.97,3,2,2,有,有,4300000,39826,,0,0,,RPTNMLPLMHNFFHB78CA,
大雅區,房地(土地+建物)+車位,臺中市大雅區雅環路二段26巷31~60號,30.5,住,,,1070401,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051102,158.24,3,2,2,有,有,8900000,56244,坡道平面,43.17,0,,RPSOMLPLMHNFFHB78CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區頭張路一段86巷1~30號,18.39,商,,,1070301,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060123,113.29,2,2,1,有,有,6600000,58258,坡道平面,29.61,0,,RPTOMLPLMHNFFHB88CA,
新社區,土地,糖�p段211~240地號,43.48,農,,,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,140000,3220,,0,0,,RPXNMLLJNHNFFGB58CA,
東勢區,房地(土地+建物),臺中市東勢區豐勢路631~660號,18.65,住,,,1070301,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730630,69.66,3,1,1,有,無,2400000,34453,,0,0,,RPTNMLKLMHNFFGB18CA,
沙鹿區,土地,公館南段631~660地號,1471.38,農,,,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,15829000,10758,,0,0,,RPQNMLQKNHNFFFB38CA,
清水區,土地,西寧段241~270地號,168.44,商,,,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,8152700,48401,,0,0,畸零地或有合併使用之交易。,RPWOMLQKNHNFFFB09CA,
梧棲區,土地,下寮段331~360地號,46,住,,,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,488600,10622,,0,0,,RPQNMLKLNHNFFFB87CA,
清水區,房地(土地+建物)+車位,臺中市清水區港新五路181~210號,18.79,商,,,1041001,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061027,184.05,3,2,2,有,有,7040000,42088,坡道平面,38.64,920000,,RPPPMLRJNHNFFFB48CA,
清水區,房地(土地+建物),臺中市清水區高美路160巷1~30號,97.25,農,,,1060101,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1070117,190.46,5,2,3,有,無,7690000,40376,,0,0,,RPTPMLNLMHNFFFB58CA,
后里區,房地(土地+建物),臺中市后里區三豐路四段199巷1~30號,122.83,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1040528,197.81,4,2,4,有,無,13580000,68652,,0,0,含增建或未登記建物。,RPPNMLNJNHNFFDB67CA,
后里區,房地(土地+建物),臺中市后里區民生路121~150號,69.62,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,950324,167.42,4,2,3,有,無,7700000,45992,,0,0,,RPQNMLKMMHNFFDB67CA,
豐原區,房地(土地+建物),臺中市豐原區南陽路156巷1~30號,54.59,住,,,1070301,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760215,166.23,4,1,2,有,無,5080000,30560,,0,0,,RPSNMLQLMHNFFDB38CA,
后里區,房地(土地+建物)+車位,臺中市后里區平安路1~30號,22.91,商,,,1040101,土地3建物1車位1,五層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060922,118.18,2,2,1,有,有,5970000,54315,坡道機械,16.55,450000,,RPWPMLPLMHNFFDB88CA,
豐原區,房地(土地+建物),臺中市豐原區豐東路85巷1~30號,216.72,住,,,1070201,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,701021,365.76,7,3,3,有,無,20800000,56868,,0,0,,RPPOMLQKNHNFFDB18CA,
神岡區,建物,臺中市神岡區溪頭路151~180號,0,,,,1070401,土地0建物1車位0,一層，二層，三層，四層,四層,工廠,見其他登記事項,見其他登記事項,1060609,6347.9,0,0,0,無,無,56000000,,,0,0,,RPSNMLKMMHNFFDB87CA,
大安區,房地(土地+建物),臺中市大安區松九街121~150號,126.42,,特定農業區,甲種建築用地,1051201,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070129,169.63,5,2,3,有,無,6780000,39969,,0,0,,RPSNMLLJNHNFFEB87CA,
大安區,房地(土地+建物),臺中市大安區松九街121~150號,131.42,,特定農業區,甲種建築用地,1070301,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070129,171.48,5,2,3,有,無,6850000,39946,,0,0,,RPTNMLLJNHNFFEB97CA,
大甲區,土地,幼獅段271~300地號,89,,工業區,丁種建築用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3230400,36297,,0,0,,RPRNMLMKNHNFFEB97CA,
